Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
CEFADROXIL,CEFADROXIL,https://pubchem.ncbi.nlm.nih.gov/compound/47965,FEATURED,"50370-12-2, 66592-87-8",No CAS info,COMPOUND,YES,YES,YES
CEFALEXIN,CEFALEXIN,https://pubchem.ncbi.nlm.nih.gov/compound/27447,FEATURED,"15686-71-2, 23325-78-2","14101-75-8, 17692-47-6, 65454-17-3, 82853-18-7",COMPOUND,YES,YES,YES
CEFAMANDOLE,CEFAMANDOLE,https://pubchem.ncbi.nlm.nih.gov/compound/456255,FEATURED,"34444-01-4, 30034-03-8",No CAS info,COMPOUND,YES,YES,YES
CEFAPIRIN,CEFAPIRIN,https://pubchem.ncbi.nlm.nih.gov/compound/30699,FEATURED,"21593-23-7, 24356-60-3",No CAS info,COMPOUND,YES,YES,YES
CEFAZOLIN,CEFAZOLIN,https://pubchem.ncbi.nlm.nih.gov/compound/33255,FEATURED,25953-19-9,No CAS info,COMPOUND,YES,YES,YES
CEFDINIR,CEFDINIR,https://pubchem.ncbi.nlm.nih.gov/compound/6915944,FEATURED,91832-40-5,No CAS info,COMPOUND,YES,YES,YES
CEFDITOREN PIVOXIL,CEFDITOREN PIVOXIL,https://pubchem.ncbi.nlm.nih.gov/compound/6437877,FEATURED,117467-28-4,No CAS info,COMPOUND,YES,YES,YES
CEFEPIME,CEFEPIME,https://pubchem.ncbi.nlm.nih.gov/compound/5479537,FEATURED,"88040-23-7, 149261-27-8",107648-84-0,COMPOUND,YES,YES,YES
CEFIXIME,CEFIXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5362065,FEATURED,"79350-37-1, 125110-14-7",214265-67-5,COMPOUND,YES,YES,YES
CEFMETAZOLE,CEFMETAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/42008,FEATURED,56796-20-4,No CAS info,COMPOUND,YES,YES,YES
CEFONICID,CEFONICID,https://pubchem.ncbi.nlm.nih.gov/compound/43594,FEATURED,61270-58-4,No CAS info,COMPOUND,YES,YES,YES
CEFOPERAZONE,CEFOPERAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/44187,FEATURED,"62893-19-0, 62893-20-3, 113826-44-1",72448-63-6,COMPOUND,YES,YES,YES
CEFOTAXIME,CEFOTAXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5742673,FEATURED,"63527-52-6, 60846-21-1, 63527-53-7",69738-42-7,COMPOUND,YES,YES,YES
CEFOTETAN,CEFOTETAN,https://pubchem.ncbi.nlm.nih.gov/compound/Cefotetan,FEATURED,"69712-56-7, 74356-00-6",No CAS info,COMPOUND,MISSING,YES,YES
CEFOXITIN,CEFOXITIN,https://pubchem.ncbi.nlm.nih.gov/compound/441199,FEATURED,35607-66-0,No CAS info,COMPOUND,YES,YES,YES
CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,https://pubchem.ncbi.nlm.nih.gov/compound/6526396,FEATURED,87239-81-4,No CAS info,COMPOUND,YES,YES,YES
CEFPROZIL,CEFPROZIL,https://pubchem.ncbi.nlm.nih.gov/compound/5281006,FEATURED,"92676-86-3, 92665-29-7",136427-56-0,COMPOUND,YES,YES,YES
CEFRADINE,CEFRADINE,https://pubchem.ncbi.nlm.nih.gov/compound/38103,FEATURED,38821-53-3,No CAS info,COMPOUND,YES,YES,YES
CEFTAROLINE FOSAMIL,CEFTAROLINE FOSAMIL,https://pubchem.ncbi.nlm.nih.gov/compound/9852981,FEATURED,"229016-73-3, 400827-46-5, 400827-55-6","595568-96-0, 1134503-56-2, 1210978-33-8, 1442644-01-0, 866021-48-9",COMPOUND,YES,YES,YES
CEFTAZIDIME,CEFTAZIDIME,https://pubchem.ncbi.nlm.nih.gov/compound/5481173,FEATURED,"72558-82-8, 78439-06-2",No CAS info,COMPOUND,YES,YES,YES
CEFTIBUTEN,CEFTIBUTEN,https://pubchem.ncbi.nlm.nih.gov/compound/5282242,FEATURED,97519-39-6,No CAS info,COMPOUND,YES,YES,YES
CEFTIZOXIME,CEFTIZOXIME,https://pubchem.ncbi.nlm.nih.gov/compound/6533629,FEATURED,68401-81-0,No CAS info,COMPOUND,YES,YES,YES
CEFTOLOZANE,CEFTOLOZANE,https://pubchem.ncbi.nlm.nih.gov/compound/53234134,FEATURED,689293-68-3,No CAS info,COMPOUND,YES,YES,YES
CEFTRIAXONE,CEFTRIAXONE,https://pubchem.ncbi.nlm.nih.gov/compound/5479530,FEATURED,"73384-59-5, 74578-69-1",380149-23-5,COMPOUND,YES,YES,YES
CEFUROXIME,CEFUROXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5479529,FEATURED,55268-75-2,153012-39-6,COMPOUND,YES,YES,YES
CEFUROXIME AXETIL,CEFUROXIME AXETIL,https://pubchem.ncbi.nlm.nih.gov/compound/6321416,FEATURED,"64544-07-6, 97232-96-7",No CAS info,COMPOUND,YES,YES,YES
CELECOXIB,CELECOXIB,https://pubchem.ncbi.nlm.nih.gov/compound/2662,FEATURED,169590-42-5,"184007-95-2, 194044-54-7",COMPOUND,YES,YES,YES
CELLULASE,CELLULASE,https://pubchem.ncbi.nlm.nih.gov/compound/440950,FEATURED,"9012-54-8, 61788-77-0","143296-48-4, 145172-25-4, 149718-64-9, 152443-09-9, 160995-61-9, 179530-34-8, 214975-89-0, 2242562-77-0, 2829271-59-0, 881098-86-8, 9037-40-5",COMPOUND,YES,YES,YES
CELLULOSE,CELLULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/16211032,FEATURED,"9004-34-6, 99331-82-5, 9013-34-7","1161712-52-2, 12656-52-9, 137261-76-8, 1374408-52-2, 152231-69-1, 1621420-37-8, 1873279-80-1, 189398-86-5, 196316-75-3, 209533-95-9, 2095812-59-0, 2243384-02-1, 2243384-04-3, 231290-83-8, 2409008-33-7, 2618568-52-6, 2799647-31-5, 324745-49-5, 358787-62-9, 39394-43-9, 51395-76-7, 58968-67-5, 61991-21-7, 61991-22-8, 67016-75-5, 67016-76-6, 68073-05-2, 70225-79-5, 74623-16-8, 75398-83-3, 77907-70-1, 84503-75-3, 89468-66-6, 9012-19-5, 9037-50-7, 906542-14-1, 9076-30-6, 99331-82-5",COMPOUND,YES,YES,YES
CEMIPLIMAB,CEMIPLIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Cemiplimab,FEATURED,1801342-60-8,1859072-60-8,COMPOUND,MISSING,YES,YES
CENTELLA ASIATICA,CENTELLA ASIATICA,https://pubchem.ncbi.nlm.nih.gov/compound/Centella%20Asiatica,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
CEPHAELIS IPECACUANHA,CEPHAELIS IPECACUANHA,https://pubchem.ncbi.nlm.nih.gov/substance/482038482,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CERAMIDE,CERAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5355130,RELEVANT,"5466-77-3, 83834-59-7","1202568-70-4, 155867-04-2, 155867-04-2",COMPOUND,NO,NO,NO
CERITINIB,CERITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/57379345,FEATURED,1032900-25-6,1431456-10-8,COMPOUND,YES,YES,YES
CERIUM,CERIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23974,FEATURED,"7440-45-1, 13864-02-3","110123-49-4, 196959-41-8",COMPOUND,YES,YES,YES
CERIVASTATIN,CERIVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/446156,FEATURED,145599-86-6,No CAS info,COMPOUND,YES,YES,YES
CERLIPONASE ALFA,CERLIPONASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Cerliponase%20Alfa,FEATURED,151662-36-1,"227604-61-7, 227951-49-7",COMPOUND,MISSING,YES,YES
CERTOLIZUMAB PEGOL,CERTOLIZUMAB PEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/Certolizumab%20Pegol,FEATURED,428863-50-7,"1132819-27-2, 339184-10-0",COMPOUND,MISSING,YES,YES
CETALKONIUM,CETALKONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/31203,FEATURED,10328-34-4,"21396-54-3, 51895-89-7",COMPOUND,YES,YES,YES
CETIRIZINE,CETIRIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2678,FEATURED,83881-51-0,No CAS info,COMPOUND,YES,YES,YES
CETRIMIDE,CETRIMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Cetrimide,FEATURED,"8044-71-1, 57-09-0, 505-86-2","104302-76-3, 108779-80-2, 12294-25-6, 69217-35-2, 79631-76-8",COMPOUND,MISSING,YES,YES
CETRORELIX,CETRORELIX,https://pubchem.ncbi.nlm.nih.gov/compound/25074887,FEATURED,"120287-85-6, 130289-71-3, 130143-01-0",No CAS info,COMPOUND,YES,YES,YES
CETUXIMAB,CETUXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Cetuximab,FEATURED,205923-56-4,No CAS info,COMPOUND,MISSING,YES,YES
CETYLPYRIDINIUM,CETYLPYRIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/2683,FEATURED,7773-52-6,No CAS info,COMPOUND,YES,YES,YES
CEVIMELINE,CEVIMELINE,https://pubchem.ncbi.nlm.nih.gov/compound/83898,FEATURED,"107233-08-9, 1035535-90-0",No CAS info,COMPOUND,YES,YES,YES
CHARCOAL,CHARCOAL,https://pubchem.ncbi.nlm.nih.gov/compound/Charcoal,FEATURED,16291-96-6,"1333-85-3, 944340-46-9, 944340-46-9",COMPOUND,MISSING,YES,YES
CHELIDONIUM MAJUS,CHELIDONIUM MAJUS,https://pubchem.ncbi.nlm.nih.gov/substance/483933011,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CHERRY,CHERRY,https://pubchem.ncbi.nlm.nih.gov/compound/Cherry,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
CHLORAL HYDRATE,CHLORAL HYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/2707,FEATURED,302-17-0,109128-19-0,COMPOUND,YES,YES,YES
CHLORAMBUCIL,CHLORAMBUCIL,https://pubchem.ncbi.nlm.nih.gov/compound/2708,FEATURED,305-03-3,No CAS info,COMPOUND,YES,YES,YES
CHLORAMPHENICOL,CHLORAMPHENICOL,https://pubchem.ncbi.nlm.nih.gov/compound/5959,FEATURED,"56-75-7, 93-54-9, 2787-09-9, 118573-58-3, 103-17-3","137731-90-9, 15313-32-3, 55172-72-0, 59112-59-3, 85666-84-8",COMPOUND,YES,YES,YES
CHLORCYCLIZINE,CHLORCYCLIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2710,FEATURED,82-93-9,No CAS info,COMPOUND,YES,YES,YES
CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2712,FEATURED,58-25-3,No CAS info,COMPOUND,YES,YES,YES
CHLORELLA,CHLORELLA,https://pubchem.ncbi.nlm.nih.gov/compound/16058064,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
CHLORHEXIDINE,CHLORHEXIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9552079,FEATURED,"55-56-1, 3697-42-5","111883-36-4, 1520991-69-8, 328933-19-3",COMPOUND,YES,YES,YES
CHLORINE,CHLORINE,https://pubchem.ncbi.nlm.nih.gov/compound/24526,FEATURED,7782-50-5,No CAS info,COMPOUND,YES,YES,YES
CHLORMETHINE,CHLORMETHINE,https://pubchem.ncbi.nlm.nih.gov/compound/4033,FEATURED,51-75-2,No CAS info,COMPOUND,YES,YES,YES
CHLOROBUTANOL,CHLOROBUTANOL,https://pubchem.ncbi.nlm.nih.gov/compound/5977,FEATURED,"57-15-8, 1320-66-7, 28471-22-9, 6001-64-5, 5398-52-7",No CAS info,COMPOUND,YES,YES,YES
CHLOROETHANE,CHLOROETHANE,https://pubchem.ncbi.nlm.nih.gov/compound/6337,FEATURED,75-00-3,No CAS info,COMPOUND,YES,YES,YES
CHLOROFORM,CHLOROFORM,https://pubchem.ncbi.nlm.nih.gov/compound/6212,FEATURED,"67-66-3, 3170-80-7",8013-54-5,COMPOUND,YES,YES,YES
CHLOROPHYLL,CHLOROPHYLL,https://pubchem.ncbi.nlm.nih.gov/compound/5748352,FEATURED,1406-65-1,No CAS info,COMPOUND,YES,YES,YES
CHLOROPHYLLIN COPPER COMPLEX,CHLOROPHYLLIN COPPER COMPLEX,https://pubchem.ncbi.nlm.nih.gov/substance/53789337,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
CHLOROPROCAINE,CHLOROPROCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/8612,FEATURED,133-16-4,No CAS info,COMPOUND,YES,YES,YES
CHLOROQUINE,CHLOROQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/2719,FEATURED,54-05-7,56598-66-4,COMPOUND,YES,YES,YES
CHLOROTHIAZIDE,CHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2720,FEATURED,58-94-6,No CAS info,COMPOUND,YES,YES,YES
CHLOROTHYMOL,CHLOROTHYMOL,https://pubchem.ncbi.nlm.nih.gov/compound/6982,FEATURED,89-68-9,No CAS info,COMPOUND,YES,YES,YES
CHLOROXINE,CHLOROXINE,https://pubchem.ncbi.nlm.nih.gov/compound/2722,FEATURED,773-76-2,No CAS info,COMPOUND,YES,YES,YES
CHLOROXYLENOL,CHLOROXYLENOL,https://pubchem.ncbi.nlm.nih.gov/compound/2723,FEATURED,"88-04-0, 1321-23-9, 54593-83-8, 124495-18-7","1333-35-3, 29990-32-7, 104559-35-5, 119791-49-0",COMPOUND,YES,YES,YES
CHLORPHENAMINE,CHLORPHENAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2725,FEATURED,"113-92-8, 132-22-9","42882-96-2, 46970-45-0",COMPOUND,YES,YES,YES
CHLORPHENESIN,CHLORPHENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/7697,FEATURED,104-29-0,No CAS info,COMPOUND,YES,YES,YES
CHLORPROMAZINE,CHLORPROMAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2726,FEATURED,"34468-21-8, 50-53-3",No CAS info,COMPOUND,YES,YES,YES
CHLORPROPAMIDE,CHLORPROPAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2727,FEATURED,94-20-2,No CAS info,COMPOUND,YES,YES,YES
CHLORTALIDONE,CHLORTALIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/2732,FEATURED,77-36-1,No CAS info,COMPOUND,YES,YES,YES
CHLORZOXAZONE,CHLORZOXAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/2733,RELEVANT,95-25-0,32850-84-3,COMPOUND,YES,YES,YES
CHOLESTEROL,CHOLESTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5997,FEATURED,"57-88-5, 9061-77-2, 80-99-9, 1059-85-4, 22243-67-0","2016865-06-6, 209124-38-9, 218965-24-3, 2363129-31-9, 262418-13-3, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9, 71539-33-8, 2016865-06-6, 209124-38-9, 218965-24-3, 2363129-31-9, 262418-13-3, 2760344-17-8, 2761910-55-6, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9, 209124-38-9, 218965-24-3, 262418-13-3, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9",COMPOUND,YES,YES,YES
CHOLESTEROL TESTS,CHOLESTEROL TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1292096,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
CHOLINE,CHOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/305,FEATURED,"62-49-7, 5413-08-1","139741-81-4, 2087491-45-8, 139741-81-4, 2072809-41-5, 2087491-45-8",COMPOUND,YES,YES,YES
CHOLINE FENOFIBRATE,CHOLINE FENOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/11350701,FEATURED,856676-23-8,1034151-05-7,COMPOUND,YES,YES,YES
CHOLINE THEOPHYLLINATE,CHOLINE THEOPHYLLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/2153,RELEVANT,"58-55-9, 5967-84-0, 8002-89-9","1024160-72-2, 111079-49-3, 46157-00-0, 56645-32-0, 75448-53-2, 111079-49-3, 46157-00-0, 75448-53-2",COMPOUND,YES,YES,YES
CHONDROCYTE,CHONDROCYTE,https://pubchem.ncbi.nlm.nih.gov/substance/482037913,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CHONDROITINSULFURIC ACID,CHONDROITINSULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/32756,FEATURED,24967-94-0,"11120-35-7, 11129-22-9, 11129-23-0, 177697-01-7, 42616-56-8, 9045-59-4, 9083-19-6",COMPOUND,YES,YES,YES
CHONDRUS CRISPUS,CHONDRUS CRISPUS,https://pubchem.ncbi.nlm.nih.gov/compound/Chondrus%20crispus,FEATURED,9000-07-1,"717132-67-7, 773852-40-7, 78005-48-8, 8040-42-4, 9000-13-9, 9000-27-5",COMPOUND,MISSING,YES,YES
CHORIOGONADOTROPIN ALFA,CHORIOGONADOTROPIN ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Choriogonadotropin%20Alfa,FEATURED,177073-44-8,9002-61-3,COMPOUND,MISSING,YES,YES
CHORIONIC GONADOTROPHIN,CHORIONIC GONADOTROPHIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369448,FEATURED,9002-61-3,No CAS info,COMPOUND,YES,YES,YES
CHROMIUM,CHROMIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23976,FEATURED,"7440-47-3, 257-07-8, 19498-56-7","188785-87-7, 195161-82-1, 195161-82-1",COMPOUND,YES,YES,YES
CHRYSIN,CHRYSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281607,FEATURED,480-40-0,No CAS info,COMPOUND,YES,YES,YES
CICLESONIDE,CICLESONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918155,RELEVANT,"126544-47-6, 141845-82-1",141845-82-1,COMPOUND,YES,YES,YES
CICLOPIROX,CICLOPIROX,https://pubchem.ncbi.nlm.nih.gov/compound/2749,FEATURED,29342-05-0,No CAS info,COMPOUND,YES,YES,YES
CICLOSPORIN,CICLOSPORIN,https://pubchem.ncbi.nlm.nih.gov/compound/5284373,FEATURED,"59865-13-3, 79217-60-0","104250-72-8, 223528-56-1, 55126-45-9, 56645-58-0",COMPOUND,YES,YES,YES
CIDOFOVIR,CIDOFOVIR,https://pubchem.ncbi.nlm.nih.gov/compound/60613,FEATURED,"113852-37-2, 149394-66-1",No CAS info,COMPOUND,YES,YES,YES
CILASTATIN,CILASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/6435415,FEATURED,"82009-34-5, 81129-83-1",No CAS info,COMPOUND,YES,YES,YES
CILOSTAZOL,CILOSTAZOL,https://pubchem.ncbi.nlm.nih.gov/compound/2754,FEATURED,73963-72-1,89332-50-3,COMPOUND,YES,YES,YES
CIMETIDINE,CIMETIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2756,FEATURED,51481-61-9,No CAS info,COMPOUND,YES,YES,YES
CIMICIFUGA RACEMOSA,CIMICIFUGA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482040113,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINACALCET,CINACALCET,https://pubchem.ncbi.nlm.nih.gov/compound/156419,FEATURED,226256-56-0,No CAS info,COMPOUND,YES,YES,YES
CINCHOCAINE,CINCHOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/3025,FEATURED,85-79-0,No CAS info,COMPOUND,YES,YES,YES
CINEOLE,CINEOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2758,FEATURED,"470-82-6, 8000-48-4","10458-11-4, 8024-52-0, 8024-53-1, 855347-23-8, 10458-11-4, 8024-53-1, 855347-23-8",COMPOUND,YES,YES,YES
CINERARIA,CINERARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482030124,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINNAMEDRINE,CINNAMEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/5370611,FEATURED,90-86-8,No CAS info,COMPOUND,YES,YES,YES
CINNAMOMUM CAMPHORA,CINNAMOMUM CAMPHORA,https://pubchem.ncbi.nlm.nih.gov/substance/482038371,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINNAMOMUM CASSIA,CINNAMOMUM CASSIA,https://pubchem.ncbi.nlm.nih.gov/compound/Cinnamomum%20cassia%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
CINNAMOMUM LOUREIRII,CINNAMOMUM LOUREIRII,https://pubchem.ncbi.nlm.nih.gov/substance/482037387,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINNAMOMUM ZEYLANICUM,CINNAMOMUM ZEYLANICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037236,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINOXACIN,CINOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2762,FEATURED,28657-80-9,No CAS info,COMPOUND,YES,YES,YES
CINOXATE,CINOXATE,https://pubchem.ncbi.nlm.nih.gov/compound/5373773,FEATURED,"104-28-9, 83834-60-0",1322-65-2,COMPOUND,YES,YES,YES
CIPROFLOXACIN,CIPROFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2764,FEATURED,85721-33-1,"1234562-12-9, 189257-90-7",COMPOUND,YES,YES,YES
CISAPRIDE,CISAPRIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6917698,FEATURED,"81098-60-4, 260779-88-2",86718-68-5,COMPOUND,YES,YES,YES
CISATRACURIUM BESILATE,CISATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/62886,FEATURED,96946-42-8,No CAS info,COMPOUND,YES,YES,YES
CISPLATIN,CISPLATIN,https://pubchem.ncbi.nlm.nih.gov/compound/5702198,FEATURED,"15663-27-1, 26035-31-4, 14913-33-8",No CAS info,COMPOUND,YES,YES,YES
CISSUS QUADRANGULARIS,CISSUS QUADRANGULARIS,https://pubchem.ncbi.nlm.nih.gov/compound/Cissus%20quadrangularis%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
CITALOPRAM,CITALOPRAM,https://pubchem.ncbi.nlm.nih.gov/compound/2771,FEATURED,59729-33-8,No CAS info,COMPOUND,YES,YES,YES
CITICOLINE,CITICOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/13804,FEATURED,987-78-0,No CAS info,COMPOUND,YES,YES,YES
CITRIC ACID,CITRIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/311,FEATURED,"77-92-9, 36291-32-4","1192555-95-5, 12262-73-6, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 128756-97-8, 33991-37-6, 1192555-95-5, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7",COMPOUND,YES,YES,YES
CITRONELLA OIL,CITRONELLA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Citronella%20Oil,FEATURED,8000-29-1,No CAS info,COMPOUND,MISSING,YES,YES
CITRULLINE,CITRULLINE,https://pubchem.ncbi.nlm.nih.gov/compound/9750,FEATURED,372-75-8,No CAS info,COMPOUND,YES,YES,YES
CITRULLUS COLOCYNTHIS,CITRULLUS COLOCYNTHIS,https://pubchem.ncbi.nlm.nih.gov/substance/483935423,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS AURANTIUM,CITRUS AURANTIUM,https://pubchem.ncbi.nlm.nih.gov/substance/441077353,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
CITRUS BERGAMIA,CITRUS BERGAMIA,https://pubchem.ncbi.nlm.nih.gov/substance/482037507,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS DECUMANA,CITRUS DECUMANA,https://pubchem.ncbi.nlm.nih.gov/compound/Pummelo,FEATURED,90045-43-5,No CAS info,COMPOUND,MISSING,YES,YES
CITRUS LIMONUM,CITRUS LIMONUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037520,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS PARADISI,CITRUS PARADISI,https://pubchem.ncbi.nlm.nih.gov/substance/482032634,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS SINENSIS,CITRUS SINENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037502,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CLADRIBINE,CLADRIBINE,https://pubchem.ncbi.nlm.nih.gov/compound/20279,FEATURED,4291-63-8,24757-90-2,COMPOUND,YES,YES,YES
CLARITHROMYCIN,CLARITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/84029,FEATURED,"81103-11-9, 116836-41-0",No CAS info,COMPOUND,YES,YES,YES
CLAVICEPS PURPUREA,CLAVICEPS PURPUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483933092,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CLAVULANIC ACID,CLAVULANIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5280980,FEATURED,58001-44-8,No CAS info,COMPOUND,YES,YES,YES
CLAY,CLAY,https://pubchem.ncbi.nlm.nih.gov/compound/56841952,FEATURED,"12141-46-7, 1302-87-0","1237627-97-2, 1260223-11-7, 12758-14-4, 1399049-88-7, 1433820-22-4, 167952-93-4, 2172796-02-8, 2241363-26-6, 2305669-95-6, 55012-98-1, 848952-50-1",COMPOUND,YES,YES,YES
CLEMASTINE,CLEMASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/26987,FEATURED,"15686-51-8, 18218-20-7",No CAS info,COMPOUND,YES,YES,YES
CLEVIDIPINE,CLEVIDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/153994,FEATURED,"167221-71-8, 166432-28-6",166432-28-6,COMPOUND,YES,YES,YES
CLIDINIUM,CLIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/2784,FEATURED,7020-55-5,No CAS info,COMPOUND,YES,YES,YES
CLINDAMYCIN,CLINDAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/446598,FEATURED,"18323-44-9, 58207-19-5","13441-63-9, 16669-21-9, 24620-78-8, 24696-19-3",COMPOUND,YES,YES,YES
CLIOQUINOL,CLIOQUINOL,https://pubchem.ncbi.nlm.nih.gov/compound/2788,FEATURED,130-26-7,"22112-03-4, 736176-41-3, 736176-41-3",COMPOUND,YES,YES,YES
CLOBAZAM,CLOBAZAM,https://pubchem.ncbi.nlm.nih.gov/compound/2789,FEATURED,22316-47-8,No CAS info,COMPOUND,YES,YES,YES
CLOBETASOL,CLOBETASOL,https://pubchem.ncbi.nlm.nih.gov/compound/5311051,FEATURED,"25122-41-2, 1879-77-2, 25122-46-7",No CAS info,COMPOUND,YES,YES,YES
