Unnamed: 0,Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?,,
473,CEFONICID,CEFONICID,https://pubchem.ncbi.nlm.nih.gov/compound/43594,FEATURED,61270-58-4,No CAS info,COMPOUND,YES,YES,YES,,
474,CEFOPERAZONE,CEFOPERAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/44187,FEATURED,"62893-19-0, 62893-20-3, 113826-44-1",72448-63-6,COMPOUND,YES,YES,YES,,
475,CEFOTAXIME,CEFOTAXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5742673,FEATURED,"63527-52-6, 60846-21-1, 63527-53-7",69738-42-7,COMPOUND,YES,YES,YES,,
476,CEFOTETAN,CEFOTETAN,https://pubchem.ncbi.nlm.nih.gov/compound/Cefotetan,FEATURED,"69712-56-7, 74356-00-6",No CAS info,COMPOUND,MISSING,YES,YES,,
477,CEFOXITIN,CEFOXITIN,https://pubchem.ncbi.nlm.nih.gov/compound/441199,FEATURED,35607-66-0,No CAS info,COMPOUND,YES,YES,YES,,
478,CEFPODOXIME_PROXETIL,CEFPODOXIME PROXETIL,https://pubchem.ncbi.nlm.nih.gov/compound/6526396,FEATURED,87239-81-4,No CAS info,COMPOUND,YES,YES,YES,,
479,CEFPROZIL,CEFPROZIL,https://pubchem.ncbi.nlm.nih.gov/compound/5281006,FEATURED,"92676-86-3, 92665-29-7",136427-56-0,COMPOUND,YES,YES,YES,,
480,CEFRADINE,CEFRADINE,https://pubchem.ncbi.nlm.nih.gov/compound/38103,FEATURED,38821-53-3,No CAS info,COMPOUND,YES,YES,YES,,
481,CEFTAROLINE_FOSAMIL,CEFTAROLINE FOSAMIL,https://pubchem.ncbi.nlm.nih.gov/compound/9852981,FEATURED,229016-73-3,No CAS info,COMPOUND,YES,YES,YES,,
482,CEFTAZIDIME,CEFTAZIDIME,https://pubchem.ncbi.nlm.nih.gov/compound/5481173,FEATURED,"72558-82-8, 78439-06-2",No CAS info,COMPOUND,YES,YES,YES,,
483,CEFTIBUTEN,CEFTIBUTEN,https://pubchem.ncbi.nlm.nih.gov/compound/5282242,FEATURED,97519-39-6,No CAS info,COMPOUND,YES,YES,YES,,
484,CEFTIZOXIME,CEFTIZOXIME,https://pubchem.ncbi.nlm.nih.gov/compound/6533629,FEATURED,68401-81-0,No CAS info,COMPOUND,YES,YES,YES,,
485,CEFTOLOZANE,CEFTOLOZANE,https://pubchem.ncbi.nlm.nih.gov/compound/53234134,FEATURED,689293-68-3,No CAS info,COMPOUND,YES,YES,YES,,
486,CEFTRIAXONE,CEFTRIAXONE,https://pubchem.ncbi.nlm.nih.gov/compound/5479530,FEATURED,"73384-59-5, 74578-69-1",No CAS info,COMPOUND,YES,YES,YES,,
487,CEFUROXIME,CEFUROXIME,https://pubchem.ncbi.nlm.nih.gov/compound/5479529,FEATURED,55268-75-2,153012-39-6,COMPOUND,YES,YES,YES,,
488,CEFUROXIME_AXETIL,CEFUROXIME AXETIL,https://pubchem.ncbi.nlm.nih.gov/compound/6321416,FEATURED,"64544-07-6, 97232-96-7",No CAS info,COMPOUND,YES,YES,YES,,
489,CELECOXIB,CELECOXIB,https://pubchem.ncbi.nlm.nih.gov/compound/2662,FEATURED,169590-42-5,"184007-95-2, 194044-54-7",COMPOUND,YES,YES,YES,,
490,CELLULASE,CELLULASE,https://pubchem.ncbi.nlm.nih.gov/compound/440950,FEATURED,"9012-54-8, 61788-77-0, 33404-34-1","143296-48-4, 145172-25-4, 149718-64-9, 152443-09-9, 160995-61-9, 179530-34-8, 214975-89-0, 2242562-77-0, 2829271-59-0, 881098-86-8, 9037-40-5",COMPOUND,YES,YES,YES,,
491,CELLULOSE,CELLULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/16211032,FEATURED,"9004-34-6, 99331-82-5, 9013-34-7","1161712-52-2, 12656-52-9, 137261-76-8, 1374408-52-2, 152231-69-1, 1621420-37-8, 1873279-80-1, 189398-86-5, 196316-75-3, 209533-95-9, 2095812-59-0, 2243384-02-1, 2243384-04-3, 231290-83-8, 2409008-33-7, 2618568-52-6, 2799647-31-5, 324745-49-5, 358787-62-9, 39394-43-9, 51395-76-7, 58968-67-5, 61991-21-7, 61991-22-8, 67016-75-5, 67016-76-6, 68073-05-2, 70225-79-5, 74623-16-8, 75398-83-3, 77907-70-1, 84503-75-3, 89468-66-6, 9012-19-5, 9037-50-7, 906542-14-1, 9076-30-6, 99331-82-5",COMPOUND,YES,YES,YES,,
492,CEMIPLIMAB,CEMIPLIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Cemiplimab,FEATURED,1801342-60-8,1859072-60-8,COMPOUND,MISSING,YES,YES,,
493,CENTELLA_ASIATICA,CENTELLA ASIATICA,https://pubchem.ncbi.nlm.nih.gov/compound/Centella%20Asiatica,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
494,CEPHAELIS_IPECACUANHA,CEPHAELIS IPECACUANHA,https://pubchem.ncbi.nlm.nih.gov/substance/482038482,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
495,CERAMIDE,CERAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5355130,RELEVANT,"5466-77-3, 83834-59-7","1202568-70-4, 155867-04-2",COMPOUND,NO,NO,NO,,
496,CERITINIB,CERITINIB,https://pubchem.ncbi.nlm.nih.gov/compound/57379345,FEATURED,1032900-25-6,1431456-10-8,COMPOUND,YES,YES,YES,,
497,CERIUM,CERIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23974,FEATURED,"7440-45-1, 13864-02-3","110123-49-4, 196959-41-8",COMPOUND,YES,YES,YES,,
498,CERIVASTATIN,CERIVASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/446156,FEATURED,145599-86-6,No CAS info,COMPOUND,YES,YES,YES,,
499,CERLIPONASE_ALFA,CERLIPONASE ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Cerliponase%20Alfa,FEATURED,151662-36-1,"227604-61-7, 227951-49-7",COMPOUND,MISSING,YES,YES,,
500,CERTOLIZUMAB_PEGOL,CERTOLIZUMAB PEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/Certolizumab%20Pegol,FEATURED,428863-50-7,"1132819-27-2, 339184-10-0",COMPOUND,MISSING,YES,YES,,
501,CETALKONIUM,CETALKONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/31203,FEATURED,10328-34-4,"21396-54-3, 51895-89-7",COMPOUND,YES,YES,YES,,
502,CETIRIZINE,CETIRIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2678,FEATURED,83881-51-0,No CAS info,COMPOUND,YES,YES,YES,,
503,CETRIMIDE,CETRIMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/Cetrimide,FEATURED,"8044-71-1, 57-09-0, 505-86-2","104302-76-3, 108779-80-2, 12294-25-6, 69217-35-2, 79631-76-8",COMPOUND,MISSING,YES,YES,,
504,CETRORELIX,CETRORELIX,https://pubchem.ncbi.nlm.nih.gov/compound/25074887,FEATURED,"120287-85-6, 130143-01-0",No CAS info,COMPOUND,YES,YES,YES,,
505,CETUXIMAB,CETUXIMAB,https://pubchem.ncbi.nlm.nih.gov/compound/Cetuximab,FEATURED,205923-56-4,No CAS info,COMPOUND,MISSING,YES,YES,,
506,CETYLPYRIDINIUM,CETYLPYRIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/2683,FEATURED,7773-52-6,No CAS info,COMPOUND,YES,YES,YES,,
507,CEVIMELINE,CEVIMELINE,https://pubchem.ncbi.nlm.nih.gov/compound/83898,FEATURED,"107233-08-9, 1035535-90-0",No CAS info,COMPOUND,YES,YES,YES,,
508,CHARCOAL,CHARCOAL,https://pubchem.ncbi.nlm.nih.gov/compound/Charcoal,FEATURED,16291-96-6,"1333-85-3, 944340-46-9, 944340-46-9",COMPOUND,MISSING,YES,YES,,
509,CHELIDONIUM_MAJUS,CHELIDONIUM MAJUS,https://pubchem.ncbi.nlm.nih.gov/substance/483933011,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
510,CHERRY,CHERRY,https://pubchem.ncbi.nlm.nih.gov/compound/Cherry,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
511,CHLORAL_HYDRATE,CHLORAL HYDRATE,https://pubchem.ncbi.nlm.nih.gov/compound/2707,FEATURED,302-17-0,109128-19-0,COMPOUND,YES,YES,YES,,
512,CHLORAMBUCIL,CHLORAMBUCIL,https://pubchem.ncbi.nlm.nih.gov/compound/2708,FEATURED,305-03-3,No CAS info,COMPOUND,YES,YES,YES,,
513,CHLORAMPHENICOL,CHLORAMPHENICOL,https://pubchem.ncbi.nlm.nih.gov/compound/5959,FEATURED,"56-75-7, 2787-09-9","137731-90-9, 15313-32-3, 55172-72-0, 59112-59-3, 85666-84-8",COMPOUND,YES,YES,YES,,
514,CHLORCYCLIZINE,CHLORCYCLIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2710,FEATURED,82-93-9,No CAS info,COMPOUND,YES,YES,YES,,
515,CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2712,FEATURED,58-25-3,No CAS info,COMPOUND,YES,YES,YES,,
516,CHLORELLA,CHLORELLA,https://pubchem.ncbi.nlm.nih.gov/compound/16058064,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO,,
517,CHLORHEXIDINE,CHLORHEXIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9552079,FEATURED,"55-56-1, 3697-42-5","111883-36-4, 1520991-69-8, 328933-19-3",COMPOUND,YES,YES,YES,,
518,CHLORINE,CHLORINE,https://pubchem.ncbi.nlm.nih.gov/compound/24526,FEATURED,7782-50-5,No CAS info,COMPOUND,YES,YES,YES,,
519,CHLORMETHINE,CHLORMETHINE,https://pubchem.ncbi.nlm.nih.gov/compound/4033,FEATURED,51-75-2,No CAS info,COMPOUND,YES,YES,YES,,
520,CHLOROBUTANOL,CHLOROBUTANOL,https://pubchem.ncbi.nlm.nih.gov/compound/5977,FEATURED,"57-15-8, 1320-66-7, 28471-22-9, 6001-64-5",No CAS info,COMPOUND,YES,YES,YES,,
521,CHLOROETHANE,CHLOROETHANE,https://pubchem.ncbi.nlm.nih.gov/compound/6337,FEATURED,75-00-3,No CAS info,COMPOUND,YES,YES,YES,,
522,CHLOROFORM,CHLOROFORM,https://pubchem.ncbi.nlm.nih.gov/compound/6212,FEATURED,"67-66-3, 3170-80-7",8013-54-5,COMPOUND,YES,YES,YES,,
523,CHLOROPHYLL,CHLOROPHYLL,https://pubchem.ncbi.nlm.nih.gov/compound/5748352,FEATURED,1406-65-1,No CAS info,COMPOUND,YES,YES,YES,,
524,CHLOROPHYLLIN_COPPER_COMPLEX,CHLOROPHYLLIN COPPER COMPLEX,https://pubchem.ncbi.nlm.nih.gov/substance/53789337,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
525,CHLOROPROCAINE,CHLOROPROCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/8612,FEATURED,133-16-4,No CAS info,COMPOUND,YES,YES,YES,,
526,CHLOROQUINE,CHLOROQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/2719,FEATURED,1954-05-07,56598-66-4,COMPOUND,YES,YES,YES,,
527,CHLOROTHIAZIDE,CHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2720,FEATURED,58-94-6,No CAS info,COMPOUND,YES,YES,YES,,
528,CHLOROTHYMOL,CHLOROTHYMOL,https://pubchem.ncbi.nlm.nih.gov/compound/6982,FEATURED,89-68-9,No CAS info,COMPOUND,YES,YES,YES,,
529,CHLOROXINE,CHLOROXINE,https://pubchem.ncbi.nlm.nih.gov/compound/2722,FEATURED,773-76-2,No CAS info,COMPOUND,YES,YES,YES,,
530,CHLOROXYLENOL,CHLOROXYLENOL,https://pubchem.ncbi.nlm.nih.gov/compound/2723,FEATURED,"88-04-0, 1321-23-9",No CAS info,COMPOUND,YES,YES,YES,,
531,CHLORPHENAMINE,CHLORPHENAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2725,FEATURED,"113-92-8, 132-22-9","42882-96-2, 46970-45-0",COMPOUND,YES,YES,YES,,
532,CHLORPHENESIN,CHLORPHENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/7697,FEATURED,104-29-0,No CAS info,COMPOUND,YES,YES,YES,,
533,CHLORPROMAZINE,CHLORPROMAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2726,FEATURED,"34468-21-8, 50-53-3",No CAS info,COMPOUND,YES,YES,YES,,
534,CHLORPROPAMIDE,CHLORPROPAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2727,FEATURED,94-20-2,No CAS info,COMPOUND,YES,YES,YES,,
535,CHLORTALIDONE,CHLORTALIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/2732,FEATURED,77-36-1,No CAS info,COMPOUND,YES,YES,YES,,
536,CHLORZOXAZONE,CHLORZOXAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/2733,FEATURED,95-25-0,32850-84-3,COMPOUND,YES,YES,YES,,
537,CHOLESTEROL,CHOLESTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5997,FEATURED,"57-88-5, 9061-77-2, 22243-67-0","2016865-06-6, 209124-38-9, 218965-24-3, 2363129-31-9, 262418-13-3, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9, 71539-33-8, 2016865-06-6, 209124-38-9, 218965-24-3, 2363129-31-9, 262418-13-3, 2760344-17-8, 2761910-55-6, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9, 209124-38-9, 218965-24-3, 262418-13-3, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9",COMPOUND,YES,YES,YES,,
538,CHOLESTEROL_TESTS,CHOLESTEROL TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1292096,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO,,
539,CHOLINE,CHOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/305,FEATURED,"62-49-7, 5413-08-1","139741-81-4, 2087491-45-8, 139741-81-4, 2072809-41-5, 2087491-45-8",COMPOUND,YES,YES,YES,,
540,CHOLINE_FENOFIBRATE,CHOLINE FENOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/11350701,FEATURED,856676-23-8,1034151-05-7,COMPOUND,YES,YES,YES,,
541,CHOLINE_THEOPHYLLINATE,CHOLINE THEOPHYLLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/656652,FEATURED,No CAS info,No CAS info,COMPOUND,YES,YES,YES,,
542,CHONDROCYTE,CHONDROCYTE,https://pubchem.ncbi.nlm.nih.gov/substance/482037913,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
543,CHONDROITINSULFURIC_ACID,CHONDROITINSULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/32756,FEATURED,24967-94-0,"11120-35-7, 11129-22-9, 11129-23-0, 177697-01-7, 42616-56-8, 9045-59-4, 9083-19-6",COMPOUND,YES,YES,YES,,
544,CHONDRUS_CRISPUS,CHONDRUS CRISPUS,https://pubchem.ncbi.nlm.nih.gov/compound/Chondrus%20crispus,FEATURED,9000-07-01,"717132-67-7, 773852-40-7, 78005-48-8, 8040-42-4, 9000-13-9, 9000-27-5",COMPOUND,MISSING,YES,YES,,
545,CHORIOGONADOTROPIN_ALFA,CHORIOGONADOTROPIN ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Choriogonadotropin%20Alfa,FEATURED,177073-44-8,9002-61-3,COMPOUND,MISSING,YES,YES,,
546,CHORIONIC_GONADOTROPHIN,CHORIONIC GONADOTROPHIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369448,FEATURED,9002-61-3,No CAS info,COMPOUND,YES,YES,YES,,
547,CHROMIUM,CHROMIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23976,FEATURED,"7440-47-3, 19498-56-7","188785-87-7, 195161-82-1, 195161-82-1",COMPOUND,YES,YES,YES,,
548,CHRYSIN,CHRYSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281607,FEATURED,480-40-0,No CAS info,COMPOUND,YES,YES,YES,,
549,CICLESONIDE,CICLESONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918155,FEATURED,"126544-47-6, 141845-82-1",141845-82-1,COMPOUND,YES,YES,YES,,
550,CICLOPIROX,CICLOPIROX,https://pubchem.ncbi.nlm.nih.gov/compound/2749,FEATURED,29342-05-0,No CAS info,COMPOUND,YES,YES,YES,,
551,CICLOSPORIN,CICLOSPORIN,https://pubchem.ncbi.nlm.nih.gov/compound/5284373,FEATURED,"59865-13-3, 79217-60-0","104250-72-8, 223528-56-1, 55126-45-9, 56645-58-0",COMPOUND,YES,YES,YES,,
552,CIDOFOVIR,CIDOFOVIR,https://pubchem.ncbi.nlm.nih.gov/compound/60613,FEATURED,"113852-37-2, 149394-66-1",No CAS info,COMPOUND,YES,YES,YES,,
553,CILASTATIN,CILASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/6435415,FEATURED,"82009-34-5, 81129-83-1",No CAS info,COMPOUND,YES,YES,YES,,
554,CILOSTAZOL,CILOSTAZOL,https://pubchem.ncbi.nlm.nih.gov/compound/2754,FEATURED,73963-72-1,89332-50-3,COMPOUND,YES,YES,YES,,
555,CIMETIDINE,CIMETIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2756,FEATURED,51481-61-9,No CAS info,COMPOUND,YES,YES,YES,,
556,CIMICIFUGA_RACEMOSA,CIMICIFUGA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482040113,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
557,CINACALCET,CINACALCET,https://pubchem.ncbi.nlm.nih.gov/compound/156419,FEATURED,226256-56-0,No CAS info,COMPOUND,YES,YES,YES,,
558,CINCHOCAINE,CINCHOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/3025,FEATURED,85-79-0,No CAS info,COMPOUND,YES,YES,YES,,
559,CINEOLE,CINEOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2758,FEATURED,"470-82-6, 8000-48-4","10458-11-4, 8024-52-0, 8024-53-1, 855347-23-8, 10458-11-4, 8024-53-1, 855347-23-8",COMPOUND,YES,YES,YES,,
560,CINERARIA,CINERARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482030124,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
561,CINNAMEDRINE,CINNAMEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/5370611,FEATURED,90-86-8,No CAS info,COMPOUND,YES,YES,YES,,
562,CINNAMOMUM_CAMPHORA,CINNAMOMUM CAMPHORA,https://pubchem.ncbi.nlm.nih.gov/substance/482038371,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
563,CINNAMOMUM_CASSIA,CINNAMOMUM CASSIA,https://pubchem.ncbi.nlm.nih.gov/compound/Cinnamomum%20cassia%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
564,CINNAMOMUM_LOUREIRII,CINNAMOMUM LOUREIRII,https://pubchem.ncbi.nlm.nih.gov/substance/482037387,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
565,CINNAMOMUM_ZEYLANICUM,CINNAMOMUM ZEYLANICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037236,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
566,CINOXACIN,CINOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2762,FEATURED,28657-80-9,No CAS info,COMPOUND,YES,YES,YES,,
567,CINOXATE,CINOXATE,https://pubchem.ncbi.nlm.nih.gov/compound/5373773,FEATURED,"104-28-9, 83834-60-0",1322-65-2,COMPOUND,YES,YES,YES,,
568,CIPROFLOXACIN,CIPROFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2764,FEATURED,85721-33-1,"1234562-12-9, 189257-90-7",COMPOUND,YES,YES,YES,,
569,CISAPRIDE,CISAPRIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6917698,FEATURED,"81098-60-4, 260779-88-2",86718-68-5,COMPOUND,YES,YES,YES,,
570,CISATRACURIUM_BESILATE,CISATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/62886,FEATURED,96946-42-8,No CAS info,COMPOUND,YES,YES,YES,,
571,CISPLATIN,CISPLATIN,https://pubchem.ncbi.nlm.nih.gov/compound/5702198,FEATURED,"15663-27-1, 26035-31-4, 14913-33-8",No CAS info,COMPOUND,YES,YES,YES,,
572,CISSUS_QUADRANGULARIS,CISSUS QUADRANGULARIS,https://pubchem.ncbi.nlm.nih.gov/compound/Cissus%20quadrangularis%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES,,
573,CITALOPRAM,CITALOPRAM,https://pubchem.ncbi.nlm.nih.gov/compound/2771,FEATURED,59729-33-8,No CAS info,COMPOUND,YES,YES,YES,,
574,CITICOLINE,CITICOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/13804,FEATURED,987-78-0,No CAS info,COMPOUND,YES,YES,YES,,
575,CITRIC_ACID,CITRIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/311,FEATURED,77-92-9,"1192555-95-5, 12262-73-6, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 1192555-95-5, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7",COMPOUND,YES,YES,YES,,
576,CITRONELLA_OIL,CITRONELLA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Citronella%20Oil,FEATURED,8000-29-1,No CAS info,COMPOUND,MISSING,YES,YES,,
577,CITRULLINE,CITRULLINE,https://pubchem.ncbi.nlm.nih.gov/compound/9750,FEATURED,372-75-8,No CAS info,COMPOUND,YES,YES,YES,,
578,CITRULLUS_COLOCYNTHIS,CITRULLUS COLOCYNTHIS,https://pubchem.ncbi.nlm.nih.gov/substance/483935423,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
579,CITRUS_AURANTIUM,CITRUS AURANTIUM,https://pubchem.ncbi.nlm.nih.gov/substance/441077353,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES,,
580,CITRUS_BERGAMIA,CITRUS BERGAMIA,https://pubchem.ncbi.nlm.nih.gov/substance/482037507,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
581,CITRUS_DECUMANA,CITRUS DECUMANA,https://pubchem.ncbi.nlm.nih.gov/compound/Pummelo,FEATURED,90045-43-5,No CAS info,COMPOUND,MISSING,YES,YES,,
582,CITRUS_LIMONUM,CITRUS LIMONUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037520,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
583,CITRUS_PARADISI,CITRUS PARADISI,https://pubchem.ncbi.nlm.nih.gov/substance/482032634,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
584,CITRUS_SINENSIS,CITRUS SINENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037502,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
585,CLADRIBINE,CLADRIBINE,https://pubchem.ncbi.nlm.nih.gov/compound/20279,FEATURED,4291-63-8,24757-90-2,COMPOUND,YES,YES,YES,,
586,CLARITHROMYCIN,CLARITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/84029,FEATURED,"81103-11-9, 116836-41-0",No CAS info,COMPOUND,YES,YES,YES,,
587,CLAVICEPS_PURPUREA,CLAVICEPS PURPUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483933092,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO,,
588,CLAVULANIC_ACID,CLAVULANIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5280980,FEATURED,58001-44-8,No CAS info,COMPOUND,YES,YES,YES,,
589,CLAY,CLAY,https://pubchem.ncbi.nlm.nih.gov/compound/56841952,FEATURED,"12141-46-7, 1302-87-0","1237627-97-2, 1260223-11-7, 12758-14-4, 1399049-88-7, 1433820-22-4, 167952-93-4, 2172796-02-8, 2241363-26-6, 2305669-95-6, 55012-98-1, 848952-50-1",COMPOUND,YES,YES,YES,,
590,CLEMASTINE,CLEMASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/26987,FEATURED,15686-51-8,No CAS info,COMPOUND,YES,YES,YES,,
591,CLEVIDIPINE,CLEVIDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/153994,FEATURED,"167221-71-8, 166432-28-6",166432-28-6,COMPOUND,YES,YES,YES,,
592,CLIDINIUM,CLIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/2784,FEATURED,7020-55-5,No CAS info,COMPOUND,YES,YES,YES,,
593,CLINDAMYCIN,CLINDAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/446598,FEATURED,"18323-44-9, 58207-19-5","13441-63-9, 16669-21-9, 24620-78-8, 24696-19-3",COMPOUND,YES,YES,YES,,
594,CLIOQUINOL,CLIOQUINOL,https://pubchem.ncbi.nlm.nih.gov/compound/2788,FEATURED,130-26-7,"22112-03-4, 736176-41-3, 736176-41-3",COMPOUND,YES,YES,YES,,
595,CLOBAZAM,CLOBAZAM,https://pubchem.ncbi.nlm.nih.gov/compound/2789,FEATURED,22316-47-8,No CAS info,COMPOUND,YES,YES,YES,,
596,CLOBETASOL,CLOBETASOL,https://pubchem.ncbi.nlm.nih.gov/compound/5311051,FEATURED,"25122-41-2, 25122-46-7",No CAS info,COMPOUND,YES,YES,YES,,
597,CLOCORTOLONE,CLOCORTOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5311052,FEATURED,"4828-27-7, 34097-16-0",No CAS info,COMPOUND,YES,YES,YES,,
598,CLOFARABINE,CLOFARABINE,https://pubchem.ncbi.nlm.nih.gov/compound/119182,FEATURED,123318-82-1,No CAS info,COMPOUND,YES,YES,YES,,
599,CLOFAZIMINE,CLOFAZIMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Clofazimine,FEATURED,2030-63-9,No CAS info,COMPOUND,MISSING,YES,YES,,
600,CLOFEDANOL,CLOFEDANOL,https://pubchem.ncbi.nlm.nih.gov/compound/2795,FEATURED,791-35-5,No CAS info,COMPOUND,YES,YES,YES,,
601,CLOFIBRATE,CLOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/2796,FEATURED,637-07-0,No CAS info,COMPOUND,YES,YES,YES,,
602,CLOMIFENE,CLOMIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/1548955,FEATURED,"15690-55-8, 911-45-5",No CAS info,COMPOUND,YES,YES,YES,,
603,CLOMIPRAMINE,CLOMIPRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2801,FEATURED,303-49-1,83162-38-3,COMPOUND,YES,YES,YES,,
604,CLONAZEPAM,CLONAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/2802,FEATURED,1622-61-3,106955-87-7,COMPOUND,YES,YES,YES,,
